"Entity","Attribute","Classword_Type","Teradata_Type","PK","Required","Description","Parent_Entity"
"SHOPPING_TOOL","Shopping_Tool_Remove_Ind","Classword_Indicator","CHAR(1)","","N","This indicates if the visitor used the remove feature with the shopping tool.  Examples: - Y indicates yes - Otherwise, no","VISITOR_INTERACTION_EVENT"
"SHOPPING_TOOL","Shopping_Tool_Compare_Cnt","Classword_Count","INTEGER","","N","This is the number of items selected to compare.","VISITOR_INTERACTION_EVENT"
"SHOPPING_TOOL","Shopping_Tool_Sort_Ind","Classword_Indicator","CHAR(1)","","N","This is used to indicate if the visitor used the sort feature with the shopping tool.  Examples: - Y indicates yes - Otherwise, no","VISITOR_INTERACTION_EVENT"
"SHOPPING_TOOL","Shopping_Tool_Compare_Ind","Classword_Indicator","CHAR(1)","","N","This is used to indicate if the visitor used the compare feature with the shopping tool.  Examples: - Y indicates yes - Otherwise, no","VISITOR_INTERACTION_EVENT"
"SHOPPING_TOOL_TYPE","Shopping_Tool_Type_Cd","Classword_Code","VARCHAR(50)","Y","Y","This is the unique descriptor for a shopping tool type.",""
"SHOPPING_TOOL_TYPE","Shopping_Tool_Type_Desc","Classword_Description","VARCHAR(500)","","N","This is text description of a shopping tool type.",""
"SHORT_TERM_DEBT_ACCOUNT","","","","","","The entity that provides details for the short-term debt. Short-term debt is all debt obligations coming due within one year.","CURRENT_LIABILITY_ACCOUNT"
"SHOUT_OPTION","","","","","","A shout option is an exotic option that allows the holder to lock in a defined profit while maintaining the right to continue participating in gains without a loss of locked in monies. Shout options can be structured so that holders of this contract have more than one opportunity to ""shout"" or lock in profits. This allows holders to continue to benefit from positive market movements without the possibility of losing already locked in profits.","OPTION_PRODUCT"
"SIC","SIC_Cd","Classword_Code","VARCHAR(50)","Y","Y","This is a code for the Standard Industry Classification (SIC), which is a method for classifying businesses by the type of business they are active in, such as services or manufacturing.",""
"SIC","SIC_Desc","Classword_Description","VARCHAR(500)","","N","A textual description of the SIC code.",""
"SIC","SIC_Group_Cd","Classword_Code","VARCHAR(50)","Y","Y","A code for a higher-level grouping of SIC codes, for example, manufacturer, financial institution, and retailer.",""
"SIC_ECONOMIC_MEASURE","SIC_Cd","Classword_Code","VARCHAR(50)","Y","Y","This is a code for the Standard Industry Classification (SIC), which is a method for classifying businesses by the type of business they are active in, such as services or manufacturing.",""
"SIC_ECONOMIC_MEASURE","Rating_Dttm","Classword_Datetime","TIMESTAMP","Y","Y","The date of this rating.",""
"SIC_ECONOMIC_MEASURE","Geographical_Area_Id","Classword_Identifier","BIGINT","Y","Y","The unique identifier for a GEOGRAPHICAL AREA.",""
"SIC_ECONOMIC_MEASURE","Exposure_Rating_Score_Qty","Classword_Quantity","DECIMAL(18,4)","","N","A rating as to whether this industry is exposed to risks.",""
"SIC_ECONOMIC_MEASURE","Five_Year_Growth_Rate","Classword_Rate","DECIMAL(10,6)","","N","The anticipated growth rate for this industry.",""
"SIC_GROUP","SIC_Group_Cd","Classword_Code","VARCHAR(50)","Y","Y","A code for a higher-level grouping of SIC codes, for example, manufacturer, financial institution, and retailer.",""
"SIC_GROUP","SIC_Group_Desc","Classword_Description","VARCHAR(500)","","N","A description of the SIC group.",""
"SIGNATURE_SOURCE_TYPE","Signature_Source_Cd","Classword_Code","VARCHAR(50)","Y","Y","Uniquely identifies how the patient or subscriber authorization was obtained.  Examples: - Signed signature authorization form or forms for both HCFA-1500 Claim Form block 12 and block 13 are on file - Signed HCFA-1500 Claim Form on file - Signed signature authorization form for HCFA-1500 Claim Form block 13 on file - Signature generated by provider because the patient was not physically present for services - Signed signature authorization form for HCFA-1500 Claim Form block 12 on file",""
"SIGNATURE_SOURCE_TYPE","Signature_Source_Desc","Classword_Description","VARCHAR(500)","","N","A description of the signature source code.",""
"SINKING_FUND_SCHEDULE","Investment_Product_Id","Classword_Identifier","BIGINT","Y","Y","In this context, this is the unique identifier for an issuance of a financial instrument that is a traded security.",""
"SINKING_FUND_SCHEDULE","Sinking_Fund_Dt","Classword_Date","DATE","Y","Y","The date(s) associated with the redemption method.",""
"SITE","Site_Id","Classword_Identifier","BIGINT","Y","Y","The identifier for the site. A site is a physical or electronic place or facility used in the course of business including building structure, storage bin, area within a structure, stores, branches, offices, and web store or site.",""
"SITE","Parent_Site_Id","Classword_Identifier","BIGINT","","N","The identifier for the site. A site is a physical or electronic place or facility used in the course of business including building structure, storage bin, area within a structure, stores, branches, offices, and web store or site.",""
"SITE","Site_Name","Classword_Name","VARCHAR(100)","","N","A short name for the site.",""
"SITE","Site_Desc","Classword_Description","VARCHAR(500)","","N","A long description of the site.",""
"SITE","Site_Start_Dttm","Classword_Datetime","TIMESTAMP","","N","The date the site started to operate in its current form.",""
"SITE","Site_End_Dttm","Classword_Datetime","TIMESTAMP","","N","The date the site ceased to operate.",""
"SITE","Site_Major_Type_Cd","Classword_Code","VARCHAR(50)","Y","Y","A code for the type of site such as drive-up, sheltered, vestibule, lobby, and main area.  In this context, this is a major classification of site such as building, branch, office, web site, and bin.",""
"SITE","Site_Purpose_Type_Cd","Classword_Code","VARCHAR(50)","Y","Y","A code for the primary purpose of this site such as customer branch, corporate office, technology center, and warehouse.",""
"SITE","Time_Zone_Cd","Classword_Code","VARCHAR(50)","","N","The unique code for a time zone.",""
"SITE","Site_Owner_Party_Id","Classword_Identifier","BIGINT","","N","The unique identifier for any individual or group of individuals that is of interest to the enterprise.  In this case, the party who owns the SITE.",""
"SITE","Primary_Channel_Type_Cd","Classword_Code","VARCHAR(50)","","N","A code for the type of channel such as ATM, direct mail, call center, over-the-counter/face-to-face, phone, text message from mobile phone, multimedia message from mobile phone, internet access from mobile phone, job title, and statement insert.  In this context, this is the primary type of channel that this site represents such as a branch site or an ATM site if this site is used as a channel.",""
"SITE","Location_Externally_Owned_Ind","Classword_Indicator","CHAR(1)","","N","An indicator that identifies whether a SITE is internally or externally owned.",""
"SITE","Site_Currency_Cd","Classword_Code","VARCHAR(50)","","N","The code for the currency.  Examples: - U.S. dollars - Canadian dollars - Japanese yen  In this context, this is the code for the currency that might be dispensed at this site.",""
"SITE_BUSINESS_HOURS","Site_Id","Classword_Identifier","BIGINT","Y","Y","The identifier for the site. A site is a physical or electronic place or facility used in the course of business including building structure, storage bin, area within a structure, stores, branches, offices, and web store or site.",""
"SITE_BUSINESS_HOURS","Day_Of_Week_Num","Classword_Number","VARCHAR(50)","Y","Y","Uniquely identifies the day of the week (1-7).  Examples: - 1 = Sunday - 2 = Monday - 3 = Tuesday",""
"SITE_BUSINESS_HOURS","Location_Open_Tm","Classword_Time","TIME","Y","Y","Open for business time. By including this attribute in the primary key this allows a site to open and close multiple times during the day (e.g., Spain Siesta).",""
"SITE_BUSINESS_HOURS","Location_Close_Tm","Classword_Time","TIME","","N","This is the time of day the business closes.  Note: This may be the following calendar date, for example, open at 6 am and close at 1 am (next day).",""
"SITE_CHANNEL_INSTANCE","Site_Channel_Instance_Id","Classword_Identifier","BIGINT","Y","Y","The unique identifier for the specific channel instance.","CHANNEL_INSTANCE"
"SITE_CHANNEL_INSTANCE","Site_Id","Classword_Identifier","BIGINT","","N","The identifier for the site. A site is a physical or electronic place or facility used in the course of business including building structure, storage bin, area within a structure, stores, branches, offices, and web store or site.","CHANNEL_INSTANCE"
"SITE_CLASS_SCHEME_TYPE","Site_Class_Cd","Classword_Code","VARCHAR(50)","Y","Y","A code for the classification scheme of the way things such as buildings, land, automobiles, and other objects are described.  For example, the scheme could be ""square feet,"" ""number of stories,"" ""number of seats,"" or ""color.""",""
"SITE_CLASS_SCHEME_TYPE","Parent_Site_Class_Scheme_Cd","Classword_Code","VARCHAR(50)","","N","A code for the classification scheme of the way things such as buildings, land, automobiles, and other objects are described.  For example, the scheme could be ""square feet,"" ""number of stories,"" ""number of seats,"" or ""color.""",""
"SITE_CLASS_SCHEME_TYPE","Site_Class_Desc","Classword_Description","VARCHAR(500)","","N","A description of the trait.",""
"SITE_CLASS_SCHEME_TYPE","Site_Class_Scheme_Start_Dttm","Classword_Datetime","TIMESTAMP","","N","The date and time this classification scheme started.",""
"SITE_CLASS_SCHEME_TYPE","Site_Class_Scheme_End_Dttm","Classword_Datetime","TIMESTAMP","","N","The date and time this classification scheme ended.",""
"SITE_CLASS_VALUE","Site_Class_Cd","Classword_Code","VARCHAR(50)","Y","Y","A code for the classification scheme of the way things such as buildings, land, automobiles, and other objects are described.  For example, the scheme could be ""square feet,"" ""number of stories,"" ""number of seats,"" or ""color.""",""
"SITE_CLASS_VALUE","Site_Class_Value_Cd","Classword_Code","VARCHAR(50)","Y","Y","The possible values for this classification scheme. For example, if the scheme is ""color"" then possible values could be: - Blue - Red - Green - Any  If the value cannot be predetermined, then the value code is ""any.""",""
"SITE_CLASS_VALUE","Parent_Site_Class_Value_Cd","Classword_Code","VARCHAR(50)","","N","This creates the hierarchy of values if the values are hierarchical within a given scheme.",""
"SITE_CLASS_VALUE","Site_Class_Value_Desc","Classword_Description","VARCHAR(500)","","N","A description of the value.",""
"SITE_CLASS_VALUE","Site_Class_From_Meas","Classword_Measure","DECIMAL(18,4)","","N","If the value is a measurement such as number of seats in a car then this is the value. If the measure is a range then this is the beginning range of values.",""
"SITE_CLASS_VALUE","Site_Class_To_Meas","Classword_Measure","DECIMAL(18,4)","","N","If the value is a measurement such as number of seats in a car then this is the value.  If the measure is a range then this is the ending range of values. If the value is not a range but a discrete number then this attribute will be null.",""
"SITE_CLASS_VALUE","Unit_Of_Measure_Cd","Classword_Code","VARCHAR(50)","","N","The unit in which the quantity or magnitude is expressed. Can apply to any business element requiring a unit of measure.  Examples: - For volume: milliliter, UK dry pint, liter, liquid ounce, and cubic centimeter - For weight: kilogram, ton, centigram, ounce, and pound - For length: mm, inch, foot, mile, and kilometer - For area: square inch, acre, and square kilometer - For units: each, carton, byte, and piece - For connect speed: kilobits/second - For loyalty units: points, miles, and kilomete",""
"SITE_CLASS_VALUE","Site_Class_Value_Start_Dttm","Classword_Datetime","TIMESTAMP","","N","The date and time when this value was assigned to this scheme.",""
"SITE_CLASS_VALUE","Site_Class_Value_End_Dttm","Classword_Datetime","TIMESTAMP","","N","The date and time when this value stopped being associated with this scheme.",""
"SITE_CLASS_VALUE","Currency_Cd","Classword_Code","VARCHAR(50)","","N","The code for the currency.  Examples: - U.S. dollars - Canadian dollars - Japanese yen  In this context, this is the currency for the measure if the measure is not an amount.",""
"SITE_COST","Site_Cost_Period_Start_Dttm","Classword_Datetime","TIMESTAMP","Y","Y","The date on which the operating period begins.",""
"SITE_COST","Cost_Type_Cd","Classword_Code","VARCHAR(50)","Y","Y","A code for the type of costs such as cost of sales, startup costs, servicing costs, collection costs, closing costs, and provision for losses.",""
"SITE_COST","Site_Id","Classword_Identifier","BIGINT","Y","Y","The identifier for the site. A site is a physical or electronic place or facility used in the course of business including building structure, storage bin, area within a structure, stores, branches, offices, and web store or site.",""
"SITE_COST","Site_Cost_Period_End_Dttm","Classword_Datetime","TIMESTAMP","","N","The date on which the operating period ends.",""
"SITE_COST","Site_Cost_Actual_Amt","Classword_Amount","DECIMAL(18,4)","","N","The actual operating cost amount for a specific operating cost type, for a specific time period, at a specific location.",""
"SITE_COST","Site_Cost_Plan_Amt","Classword_Amount","DECIMAL(18,4)","","N","The planned operating cost amount for a specific cost type, for a specific time period, at a specific site.",""
"SITE_COST","Site_Cost_Currency_Cd","Classword_Code","VARCHAR(50)","","N","The code for the currency.  Examples: - U.S. dollars - Canadian dollars - Japanese yen",""
"SITE_DAILY_HOURS","Gregorian_Dt","Classword_Date","DATE","Y","Y","A unique GREGORIAN DATE that is recognized by an organization.",""
"SITE_DAILY_HOURS","Site_Schedule_Group_Cd","Classword_Code","VARCHAR(50)","Y","Y","Uniquely identifies a SITE SCHEDULE GROUP.",""
"SITE_DAILY_HOURS","Day_Start_Dttm","Classword_Datetime","TIMESTAMP","","N","Defines the start of a business day.",""
"SITE_DAILY_HOURS","Day_End_Dttm","Classword_Datetime","TIMESTAMP","","N","Defines the end of a business day.",""
"SITE_DAY_OF_WEEK_HOURS","Site_Schedule_Group_Cd","Classword_Code","VARCHAR(50)","Y","Y","Uniquely identifies a SITE SCHEDULE GROUP.",""
"SITE_DAY_OF_WEEK_HOURS","Day_Of_Week_Num","Classword_Number","VARCHAR(50)","Y","Y","Uniquely identifies the day of the week (1-7).  Examples: - 1 = Sunday - 2 = Monday - 3 = Tuesday",""
"SITE_DAY_OF_WEEK_HOURS","Day_Start_Tm","Classword_Time","TIME","","N","Open for business time.",""
"SITE_DAY_OF_WEEK_HOURS","Day_End_Tm","Classword_Time","TIME","","N","This is the time of day the site closes.  Note: This may be the following calendar date, for example, open at 6 am, and close at 1 am (next day).",""
"SITE_IDENTIFICATION","Site_Id","Classword_Identifier","BIGINT","Y","Y","The identifier for the site. A site is a physical or electronic place or facility used in the course of business including building structure, storage bin, area within a structure, stores, branches, offices, and web store or site.",""
"SITE_IDENTIFICATION","Site_Identification_Type_Cd","Classword_Code","VARCHAR(50)","Y","Y","This entity indicates the type of SITE IDENTIFICATION, for example, the SPLC, and Global Location Number.  A code for the method of identification such as internal designation, standard branch numbering, and third-party assignment.",""
"SITE_IDENTIFICATION","Site_Identification_Start_Dttm","Classword_Datetime","TIMESTAMP","Y","Y","The date when this site was assigned this identification.",""
"SITE_IDENTIFICATION","Data_Source_Type_Cd","Classword_Code","VARCHAR(50)","","N","A code for the source of information for a data element. Many demographics and psychographics are acquired from third parties, such as Acxiom, Census Bureau, and Claritas.  They may also originate internally from loan applications or insurance claims. Scores come from statistical models.",""
"SITE_IDENTIFICATION","Site_Identification_End_Dttm","Classword_Datetime","TIMESTAMP","","N","The date when this site was assigned this identification.",""
"SITE_IDENTIFICATION","Site_Identification_Num","Classword_Number","VARCHAR(50)","","N","The identifier assigned to this site for a given internal or external identification method.",""
"SITE_IDENTIFICATION","Site_Identification_Revision_Num","Classword_Number","VARCHAR(50)","","N","The SITE IDENTIFICATION revision number associated with a SITE.",""
"SITE_IDENTIFICATION","Site_Identification_Source_Party_Id","Classword_Identifier","BIGINT","","N","The unique identifier for any individual or group of individuals that is of interest to the enterprise.  In this context, this is the party that is the source of the identifier.",""
"SITE_IDENTIFICATION_TYPE","Site_Identification_Type_Cd","Classword_Code","VARCHAR(50)","Y","Y","This entity indicates the type of SITE IDENTIFICATION, for example, the SPLC, and Global Location Number.  A code for the method of identification such as internal designation, standard branch numbering, and third-party assignment.",""
"SITE_IDENTIFICATION_TYPE","Site_Identification_Desc","Classword_Description","VARCHAR(500)","","N","A description of the code.",""
"SITE_LOCATOR","Site_Id","Classword_Identifier","BIGINT","Y","Y","The identifier for the site. A site is a physical or electronic place or facility used in the course of business including building structure, storage bin, area within a structure, stores, branches, offices, and web store or site.",""
"SITE_LOCATOR","Locator_Id","Classword_Identifier","BIGINT","Y","Y","The unique identifier for a LOCATOR.",""
"SITE_LOCATOR","Locator_Usage_Type_Cd","Classword_Code","VARCHAR(50)","Y","Y","A code that uniquely identifies the LOCATOR USAGE TYPE.  Examples: - Market to - Bill to - Ship to - Customer service - Home phone - Home fax - Work email",""
"SITE_LOCATOR","Site_Locator_Start_Dttm","Classword_Datetime","TIMESTAMP","Y","Y","The date this site was associated with this locator.",""
"SITE_LOCATOR","Site_Locator_End_Dttm","Classword_Datetime","TIMESTAMP","","N","The date this site was no longer associated with this locator.",""
"SITE_LOCATOR","Site_Locator_Default_Ind","Classword_Indicator","CHAR(1)","","N","In the case of multiple addresses for the same usage, indicates the default one to use.  Examples: - ""Yes"" this is the default address - ""No"" this is not the default address",""
"SITE_MAJOR_TYPE","Site_Major_Type_Cd","Classword_Code","VARCHAR(50)","Y","Y","A code for the type of site such as drive-up, sheltered, vestibule, lobby, and main area.",""
"SITE_MAJOR_TYPE","Site_Major_Type_Desc","Classword_Description","VARCHAR(500)","","N","A description of the site.",""
"SITE_METRIC","Site_Id","Classword_Identifier","BIGINT","Y","Y","The identifier for the site. A site is a physical or electronic place or facility used in the course of business including building structure, storage bin, area within a structure, stores, branches, offices, and web store or site.",""
"SITE_METRIC","Site_Metric_Type_Cd","Classword_Code","VARCHAR(50)","Y","Y","A code for the type of metric for this site such as square footage, number of conference rooms, and number of floors.",""
"SITE_METRIC","Site_Measurement_Dttm","Classword_Datetime","TIMESTAMP","Y","Y","This represents the date and time the measurement was taken or calculated.",""
"SITE_METRIC","Site_Metric_Start_Dttm","Classword_Date","DATE","Y","Y","The date and time this metric is effective.",""
"SITE_METRIC","Site_Metric_End_Dttm","Classword_Date","DATE","","N","The date and time this metric is no longer effective. If a time period is not involved in the measurement then this will equal the start date and time.",""
"SITE_METRIC","Site_Metric_Amt","Classword_Amount","DECIMAL(18,4)","","N","The metric expressed as an amount.",""
"SITE_METRIC","Site_Metric_Cnt","Classword_Count","INTEGER","","N","The metric expressed as a count.",""
"SITE_METRIC","Site_Metric_Rate","Classword_Rate","DECIMAL(10,6)","","N","The metric expressed as a rate.",""
"SITE_METRIC","Unit_Of_Measure_Cd","Classword_Code","VARCHAR(50)","Y","Y","The unit in which the quantity or magnitude is expressed. Can apply to any business element requiring a unit of measure.  Examples: - For volume: milliliter, UK dry pint, liter, liquid ounce, and cubic centimeter - For weight: kilogram, ton, centigram, ounce, and pound - For length: mm, inch, foot, mile, and kilometer - For area: square inch, acre, and square kilometer - For units: each, carton, byte, and piece - For connect speed: kilobits/second - For loyalty units: points, miles, and kilomete",""
"SITE_METRIC","Currency_Cd","Classword_Code","VARCHAR(50)","","N","The code for the currency.  Examples: - U.S. dollars - Canadian dollars - Japanese yen",""
"SITE_METRIC","Time_Period_Cd","Classword_Code","VARCHAR(50)","","N","A code for a time period such as once, daily, weekly, or monthly.",""
"SITE_METRIC","Metric_Purpose_Type_Cd","Classword_Code","VARCHAR(50)","","N","This is a code to describe the purpose of the metric. For example, a site that is a company building might measure physical characteristics such as square footage.",""
"SITE_METRIC_TYPE","Site_Metric_Type_Cd","Classword_Code","VARCHAR(50)","Y","Y","A code for the type of metric for this site such as square footage, number of conference rooms, and number of floors.",""
"SITE_METRIC_TYPE","Site_Metric_Type_Desc","Classword_Description","VARCHAR(500)","","N","A description of the code.",""
"SITE_PARTY","Party_Id","Classword_Identifier","BIGINT","Y","Y","The unique identifier for any individual or group of individuals that is of interest to the enterprise.",""
"SITE_PARTY","Site_Id","Classword_Identifier","BIGINT","Y","Y","The identifier for the site. A site is a physical or electronic place or facility used in the course of business including building structure, storage bin, area within a structure, stores, branches, offices, and web store or site.",""
"SITE_PARTY","Site_Party_Role_Cd","Classword_Code","VARCHAR(50)","Y","Y","The role that this party has with this site such as: - Owns - Works at - Lessee - Lessor - Is dealer for - Manages - Branch is located at",""
"SITE_PARTY","Site_Party_Start_Dttm","Classword_Datetime","TIMESTAMP","Y","Y","The date when this party started this role with this site.",""
