"Entity","Attribute","DataType","PK","FK","Nullable","Description"
"PROJECT OBJECTIVE","","N/A (LDM)","","","","This entity links the projects associated with a business objective. It represents the physical execution of the objective."
"PROJECT PARTY","Project Party Start Dttm","N/A (LDM)","Y","","","The calendar date and time on which a PARTY began an association with a PROJECT."
"PROJECT PARTY","Project Party Id","N/A (LDM)","Y","","","The unique identifier for any individual or group of individuals that is of interest to the enterprise.  In this context, this is the unique identifier for a PARTY related to a project role."
"PROJECT PARTY","Project Party End Dttm","N/A (LDM)","","","","The calendar date and time on which a PARTY ended an association with a PROJECT."
"PROJECT RESOURCE FIXED ASSET","","N/A (LDM)","","","","This entity lists a specific FIXED ASSET assigned to a PROJECT TASK."
"PROJECT STATUS","Project Status Start Dttm","N/A (LDM)","Y","","","The calendar date and time a Project Status started."
"PROJECT STATUS","Project Status End Dttm","N/A (LDM)","","","","The calendar date and time a Project Status ended."
"PROJECT STATUS","Project Status Party Id","N/A (LDM)","Y","","","The unique identifier for any individual or group of individuals that is of interest to the enterprise.  In this context, this is the ID of the party who assigned the Project Status."
"PROJECT STATUS TYPE","Project Status Cd","N/A (LDM)","Y","","","The code assigned to the PROJECT STATUS TYPE.  Examples: - Disputed invoice - In process - Completed - Hold - Accepted"
"PROJECT STATUS TYPE","Project Status Desc","N/A (LDM)","","","","The description for a PROJECT STATUS TYPE."
"PROJECT TASK","Project Task Id","N/A (LDM)","Y","","",""
"PROJECT TASK","Project Task Start Dttm","N/A (LDM)","","","","The calendar date and time a PROJECT TASK started."
"PROJECT TASK","Project Task End Dttm","N/A (LDM)","","","","The calendar date and time a PROJECT TASK ended."
"PROJECT TASK","Project Task Duration Qty","N/A (LDM)","","","","Project Task Duration Qty refers to the amount of time that a TASK has been in progress."
"PROJECT TASK","Project Task Duration UOM Cd","N/A (LDM)","","","","The unit in which the quantity or magnitude is expressed. Can apply to any business element requiring a unit of measure.  Examples:  - For volume: Milliliter, UK dry pint, liter, liquid ounce, and cubic centimeter - For weight: Kilogram, ton, centigram, ounce, and pound - For length: mm, inch, foot, mile, and kilometer - For area: Square inch, acre, and square kilometer - For units: Each, carton, byte, and piece - For connect speed: Kilobits/second - For loyalty units: Points, miles, an"
"PROJECT TASK","Task Work Breakdown Level Num","N/A (LDM)","","","","The project task Work Breakdown Structure (WBS) level number identifies the TASK's unique place in the structure of a PROJECT. WBS is the hierarchy of tasks in a PROJECT."
"PROJECT TASK","Project Task Billable Type Cd","N/A (LDM)","","","","Project Task Billable Type Cd is the code that indicates whether a PROJECT is billable or nonbillable.  Examples include fully billable, nonbillable, partially billable, time and material, fixed price, and fixed price plus."
"PROJECT TASK","Project Task Name","N/A (LDM)","","","","The name of the project task."
"PROJECT TASK","Project Task Desc","N/A (LDM)","","","","A description of the project task."
"PROJECT TASK","Project Task Site Id","N/A (LDM)","","","","The identifier for the site. A site is a physical or electronic place or facility used in the course of business including building structure, storage bin, area within a structure, stores, branches, offices, and web store or site.  In this context, this is the location where the work is performed."
"PROJECT TASK CHART OF ACCOUNTS","Project Task Resource Id","N/A (LDM)","Y","","","The unique identifier assigned to a Project Task Resource."
"PROJECT TASK CHART OF ACCOUNTS","Project Task Resource Start Dttm","N/A (LDM)","","","","The calendar date and time a PROJECT TASK RESOURCE ASSIGNMENT started."
"PROJECT TASK CHART OF ACCOUNTS","Project Task COA Start Dttm","N/A (LDM)","","","","The date and time the assignment of a CHART OF ACCOUNTS CODE number to a PROJECT TASK started."
"PROJECT TASK CHART OF ACCOUNTS","Project Task COA Val","N/A (LDM)","","","",""
"PROJECT TASK CHART OF ACCOUNTS","Project Task COA End Dttm","N/A (LDM)","","","","The date and time the assignment of a CHART OF ACCOUNTS CODE number to a PROJECT TASK ended."
"PROJECT TASK FINANCIAL PLAN","","N/A (LDM)","","","","This entity tracks the budget information associated with a PROJECT TASK."
"PROJECT TASK RELATED","","N/A (LDM)","","","","Lists TASKs that are related, the type of relationship, and the start and end dates for the relationship. An example of a relationship is when the start of one TASK is dependent on the end of another TASK."
"PROJECT TASK RELATED TYPE","","N/A (LDM)","","","","This entity lists the possible types of relationships between TASKs. For example, a TASK can be dependent on another TASK or a TASK can be replaced by another TASK."
"PROJECT TASK RESOURCE ASSIGNMENT","Project Task Resource Id","N/A (LDM)","Y","","","The unique identifier representing a Resource assigned to a PROJECT TASK."
"PROJECT TASK RESOURCE ASSIGNMENT","Project Task Resource Start Dttm","N/A (LDM)","","","",""
"PROJECT TASK RESOURCE ASSIGNMENT","Project Task Resource End Dttm","N/A (LDM)","","","","The calendar date and time a PROJECT TASK RESOURCE ASSIGNMENT ended."
"PROJECT TASK RESOURCE ASSIGNMENT","Project Task Resource Name","N/A (LDM)","","","","The name of a Resource assigned to a PROJECT TASK."
"PROJECT TASK RESOURCE ASSIGNMENT","Project Task Resource Desc","N/A (LDM)","","","","The description for a Resource assigned to a PROJECT TASK."
"PROJECT TASK RESOURCE ASSIGNMENT","Project Task Resource Type Cd","N/A (LDM)","","","",""
"PROJECT TASK RESOURCE INDIVIDUAL","","N/A (LDM)","","","","This entity represents human resources assigned to a PROJECT. Individuals include employee associates and 3rd party consultants. The cost and billable rates associated with these Individuals will be used in the FINANCIAL PLAN PROJECT TASK RESOURCE entity."
"PROJECT TASK RESOURCE ITEM","Project Task Resource Id","N/A (LDM)","Y","","","The unique identifier assigned to a Project Task Resource."
"PROJECT TASK RESOURCE ITEM","Project Task Resource Start Dttm","N/A (LDM)","","","","The calendar date and time a PROJECT TASK RESOURCE ASSIGNMENT started."
"PROJECT TASK RESOURCE ITEM","Project Task Item Qty","N/A (LDM)","","","","The quantity associated with the PROJECT TASK RESOURCE ITEM such as hours of machine time."
"PROJECT TASK RESOURCE ITEM","Project Task Item Bill Rate","N/A (LDM)","","","","The billing rate assigned to the PROJECT TASK RESOURCE ITEM."
"PROJECT TASK RESOURCE ITEM","Project Task Item Cost Rate","N/A (LDM)","","","","The cost rate assigned to the PROJECT TASK RESOURCE ITEM."
"PROJECT TASK RESOURCE ITEM","Project Item Burden Cost Rate","N/A (LDM)","","","","The burden rate per unit of measure assigned to the PROJECT TASK RESOURCE ITEM."
"PROJECT TASK RESOURCE ITEM","Project Task Item UOM Cd","N/A (LDM)","","","","The unit in which the quantity or magnitude is expressed. Can apply to any business element requiring a unit of measure.  Examples:  - For volume: Milliliter, UK dry pint, liter, liquid ounce, and cubic centimeter - For weight: Kilogram, ton, centigram, ounce, and pound - For length: mm, inch, foot, mile, and kilometer - For area: Square inch, acre, and square kilometer - For units: Each, carton, byte, and piece - For connect speed: Kilobits/second - For loyalty units: Points, miles, an"
"PROJECT TASK RESOURCE ITEM TYPE","Project Task Item Type Cd","N/A (LDM)","Y","","","The code for an Item assigned as a PROJECT TASK RESOURCE ITEM.  Examples are FIXED ASSETs, products, or supplies."
"PROJECT TASK RESOURCE ITEM TYPE","Project Task Item Type Desc","N/A (LDM)","","","","Describes the code for an Item assigned as a PROJECT TASK RESOURCE ITEM."
"PROJECT TASK RESOURCE PARTY","Project Task Resource Id","N/A (LDM)","Y","","",""
"PROJECT TASK RESOURCE PARTY","Project Task Resource Start Dttm","N/A (LDM)","","","","The calendar date and time a PROJECT TASK RESOURCE ASSIGNMENT started."
"PROJECT TASK RESOURCE PARTY","Project Task Resource Party Id","N/A (LDM)","Y","","","The unique identifier for any individual or group of individuals that is of interest to the enterprise.  In this case, the PARTY related to a project role."
"PROJECT TASK RESOURCE PARTY","Project Task Resource Party End Dttm","N/A (LDM)","","","","The date on which a PARTY ended an association with a PROJECT."
"PROJECT TASK RESOURCE PARTY","Project Task Resource Party Qty","N/A (LDM)","","","","The Quantity associated with a PARTY assigned as a resource to a PROJECT TASK."
"PROJECT TASK RESOURCE PARTY","Project Task Resource Bill Rate","N/A (LDM)","","","","The billable rate related to a PROJECT TASK RESOURCE PARTY."
"PROJECT TASK RESOURCE PARTY","Project Task Resource Cost Rate","N/A (LDM)","","","","The direct cost rate related to a PROJECT TASK RESOURCE PARTY."
"PROJECT TASK RESOURCE PARTY","Project Task Resource Burden Cost Rate","N/A (LDM)","","","","The burden or overhead cost rate related to a PROJECT TASK RESOURCE PARTY."
"PROJECT TASK RESOURCE PARTY","Project Task Resource Party UOM Cd","N/A (LDM)","","","","The unit in which the quantity or magnitude is expressed. Can apply to any business element requiring a unit of measure.  Examples:  - For volume: Milliliter, UK dry pint, liter, liquid ounce, and cubic centimeter - For weight: Kilogram, ton, centigram, ounce, and pound - For length: mm, inch, foot, mile, and kilometer - For area: Square inch, acre, and square kilometer - For units: Each, carton, byte, and piece - For connect speed: Kilobits/second - For loyalty units: Points, miles, an"
"PROJECT TASK RESOURCE PRODUCT","Fixed Asset Group Id","N/A (LDM)","Y","","","The identifier for the classification of the item.  In this context, this is a grouping of fixed asset items."
"PROJECT TASK RESOURCE SUPPLY","Consumable Asset Type Id","N/A (LDM)","Y","","","The identifier for the classification of the item.  In this context, this is a type of consumable item such as supplies."
"PROJECT TASK RESOURCE TYPE","Project Task Resource Type Cd","N/A (LDM)","Y","","","The code assigned to a PROJECT TASK RESOURCE TYPE.  Examples of items are computers or machines. Individuals can be associates or other party."
"PROJECT TASK RESOURCE TYPE","Project Task Resource Type Desc","N/A (LDM)","","","","The description of a PROJECT TASK RESOURCE TYPE."
"PROJECT TASK STATUS","Project Task Status Cd","N/A (LDM)","Y","","",""
"PROJECT TASK STATUS","Project Task Status Start Dttm","N/A (LDM)","","","",""
"PROJECT TASK STATUS","Project Task Status End Dttm","N/A (LDM)","","","","The calendar date and time a PROJECT TASK STATUS ended."
"PROJECT TASK STATUS","Project Task Estimated Completion Pct","N/A (LDM)","","","","Estimated Completion Pct holds a percentage value that reflects the current status of a TASK, based on the work completed."
"PROJECT TASK STATUS","Project Task Status Party Id","N/A (LDM)","","","","The unique identifier for any individual or group of individuals that is of interest to the enterprise.  This is the Id of the PARTY who assigned the status to the PROJECT TASK."
"PROJECT TASK TRAINING EVENT","Training Event Id","N/A (LDM)","Y","","",""
